118, 61730; 61729; 61925; 61500; 61415; 61540; 61542; 61414; 61926; 61504;
972, 14948; 6354; 32233; 16825; 27225; 27220; 27203; 9560; 9561; 16838; 24723; 16820; 25269; 40399; 40411; 9554; 6576; 6577; 6419; 6433; 6350; 6448; 14733; 6250; 9107; 6802; 6686; 9553; 14288; 6793; 11960; 18658; 11765; 14971; 9764; 10529; 9558; 9725; 12002; 17002; 9729; 10541; 9106; 6581; 6242; 6624; 6243; 6303; 6808; 6558; 6348; 6252; 6251; 17323; 18781; 6302; 6844; 6899; 18656; 6860; 19588; 6900; 19600; 6398; 6497; 18832; 6886; 6248; 40138; 14307; 6498; 18831; 8503; 6863; 11760; 11321; 22211; 6583; 9139; 8506; 14738; 6816; 6627; 6865; 18819; 10757; 18361; 6690; 20371; 22202; 20390; 11954; 18818; 6288; 22201; 22976; 11290; 17548; 10804; 13930; 6919; 9797; 6575; 12000; 6687; 6912; 21904; 13781; 6279; 14734; 11324; 6934; 6935; 6582; 6249; 20328; 6286; 6432; 10809; 10800; 14349; 6399; 8507; 9563; 21900; 20329; 19963; 6431; 6904; 20464; 40398; 10813; 6639; 14340; 13668; 19955; 6404; 6801; 9562; 20417; 6640; 14289; 6401; 10527; 14976; 6864; 6855; 23842; 13670; 22007; 6496; 18833; 6754; 20388; 41870; 41874; 17544; 22257; 22297; 6301; 13816; 6511; 14339; 9105; 6623; 9138; 9579; 14353; 6253; 6638; 6349; 10736; 19589; 19954; 47102; 17257; 18343; 17259; 6809; 6706; 13953; 6389; 18817; 17262; 6274; 17322; 14970; 9726; 13813; 6936; 14350; 14308; 11764; 12001; 6538; 13914; 6578; 14017; 22280; 9159; 24721; 17321; 9798; 22977; 13669; 24719; 6241;
980, 62037; 62613; 63511; 62715; 63509; 52922; 62016; 52921; 43951; 62809; 63510; 62017; 63643; 61828; 61829; 61830; 61826; 61821; 61825; 61823; 63828; 64740; 62660; 62716; 61684; 43990; 62036; 62035; 64741; 64742; 62717; 61450; 62011; 63497; 62003; 62002; 61991; 61994; 63502; 63500; 63501; 63499; 61993; 63498; 62006; 61455; 62005; 62616; 61807;
998, 25822;
6,55268; 55568; 55569; 55570; 55575; 55577; 55578; 55612; 55613; 55634; 55698; 55699; 55700; 56004; 56005; 56007; 56009; 56010; 56011; 56053; 56054; 56055; 56058; 56064; 56065; 56068; 56104; 56161; 56162; 56191; 56192; 56438; 56439; 56455; 56500; 56514; 56675; 56681; 57167; 57171; 57172; 57203; 57204; 57207; 57559; 60217; 60219; 60222; 60227; 60390; 60399; 60407; 60486; 60585; 60586; 60587; 60594; 60620; 60624; 60625; 60627; 60629; 60631; 60639; 60640; 60670; 60675; 60677; 60682; 60748; 60749; 60762; 60763; 60764; 60779; 60784; 60786; 60790; 60827; 60829; 60892; 60893; 60900; 60905; 60907; 60928; 61019; 61072; 61247; 61248; 61249; 61259; 61260; 61309; 61314; 61318; 61321; 61323; 61423; 61425; 61443; 61612; 61917; 61920; 61924; 62018; 62019; 62034; 62035; 62036; 62040; 62042; 62080; 62084; 62088; 62107; 62316; 62321; 62322; 62456; 62458; 62460; 62558; 62559; 62607; 62608; 62609; 62611; 62613; 62616; 62617; 62639; 62761; 62765; 62795; 62802; 62803; 62812; 62816; 62819; 62849; 62850; 62852; 62897; 62898; 62899; 62902; 62906; 62914; 62951; 62952; 62953; 62954; 62966; 62967; 62970; 62984; 63015; 63040; 63041; 63042; 63052; 63056; 63067; 63083; 63092; 63093; 63106; 63107; 63108; 63121; 63142; 63143; 63149; 63151; 63160; 63161; 63162; 63164; 63180; 63182; 63183; 63187; 63189; 63229; 63230; 63232; 63233; 63235; 63248; 63249; 63250; 63278; 63293; 63390; 63797; 63825; 63832; 63913; 63955; 63956; 63957; 63959; 63961; 63967; 63986; 63987; 63988; 63990; 63991; 64004; 64010; 64020; 64021; 64022; 64027; 64030; 64032; 64034; 64035; 64036; 64081; 64082; 64083; 64100; 64116; 64157; 64221; 64228; 64229; 64255; 64257; 64301; 64303; 64305; 64308; 64316; 64386; 64543; 64576; 64633; 64634; 64704; 64708; 64716; 64772; 64877; 64878; 64879; 64930; 64933; 64934; 64950; 64951; 65040; 65232; 65344; 65408; 65495; 65511; 65514; 65518; 65531; 65532;
7,28304; 28305; 28306; 29116; 35925; 35926; 41532; 41533; 44818; 46697; 56284; 56285; 56286; 63091; 63839; 64002; 64003; 64276;
8,55291; 56001; 56002; 56003; 56056; 56404; 56406; 56705; 56714; 57103; 57107; 57108; 57120; 57121; 57137; 57562; 57938; 60390; 61019; 61073; 61074; 61075; 61082; 61083; 62638; 62876; 63040; 63051; 63820; 63824; 63831; 63832; 63913; 63967; 63992; 64081; 64082; 64083; 64672;
42,288; 405; 2046; 2054; 6569; 6630; 6774; 6892; 7318; 7319; 7550; 9591; 10354; 11666; 14687; 15533; 18794; 19910; 20240; 21080; 23576;
52,170; 216; 269; 607; 1820; 1874; 2010; 3013; 3679; 5615; 5616; 5692; 7609; 7611; 7695; 10902; 11727; 11728; 12123; 12125; 12309; 12954; 13626; 15687; 16709; 16710; 17124; 17213; 17221; 19064; 19098; 19107; 19764; 19772; 20018; 21419; 21486; 22693; 22705; 24369; 24623; 30528;
56,13127; 16272;
63,63536; 63543;
79,1565; 10500; 19296;
88,65254;
111,12885;
139,3957; 4001; 4053; 5167; 5726; 6233; 6241; 7461; 7943; 9114; 9331; 9601; 10961; 13102; 13103; 13777; 13778; 15401; 15836; 15838; 15842; 15930; 17575; 17605; 17753; 17913; 18003; 18443; 18771; 18795; 18892; 18931; 19364; 19365; 19662; 20621; 20698; 20808; 21024; 21025; 22961; 23708; 24121; 24136; 26006; 26028; 26031; 30222; 32334;
165,2804;
170,20; 7413; 11569; 11680; 17843; 28841; 29142; 30188; 44860;
175,29956; 31723; 33774; 34013; 34024; 34030; 34642; 34644; 34645; 35625; 35626; 35685; 35687; 36358; 37905; 40770; 40924; 43586; 44120; 44122; 44147; 45308; 45309; 45455; 45767; 48194; 48195; 48315; 48316; 48327; 51117; 51119; 52183; 52554; 52796; 52797; 53874; 53876; 53879; 54173; 55200; 55425; 55426; 55429; 55431; 55433; 55489; 55498; 55616; 55618; 55796; 55803; 55826; 55827; 55936; 55938; 55954; 55955; 55957; 55958; 56002; 56006; 56037; 56039; 56056; 56058; 56060; 56076; 56113; 56154; 56261; 56357; 56358; 56366; 56367; 56469; 56491; 56510; 56607; 56797; 56804; 56824; 56836; 58017; 58021; 58386; 58477; 58625; 58684; 58688; 58705; 58757; 58760; 58766; 59238; 59239; 59242; 59425; 59426; 59469; 59508; 59511; 59512; 59513; 59515; 59641; 59642; 59643; 59644; 59645; 59646; 59647; 59648; 59653; 59659; 59660; 59661; 59667; 59677; 59679; 59684; 59685; 59714; 59715; 59716; 59717; 59718; 59748; 59749; 59750; 59755; 59756; 59757; 59758; 59759; 59760; 59765; 59767; 59768; 59769; 59770; 59771; 59774; 59775; 59776; 59786; 59787; 59788; 60578; 60585; 60927; 60931; 60939; 61240; 61335; 61399; 61403; 61528; 61529; 61532; 61565; 61589; 61596; 61598; 61645; 61646; 61664; 61678; 61685; 61705; 61706; 61757; 61758; 61784; 61785; 61842; 61885; 61899; 61906; 61913; 62014; 62016; 62017; 62020; 62021; 62029; 62030; 62031; 62074; 62075; 62402; 62614; 62635; 62651; 62652; 62653; 62705; 62706; 62777; 62941; 62943; 62949; 62962; 63030; 63141; 63153; 63157; 63158; 63159; 63172; 63296; 63310; 63317; 63320; 63322; 63323; 63338; 63345; 63347; 63352; 63353; 63360; 63361; 63371; 63372; 63373; 63423; 63424; 63426; 63436; 63437; 63438; 63439; 63451; 63462; 63463; 63570; 63751; 63752; 63753; 63754; 63761; 63764; 63782; 63934; 63973; 63991; 63992; 64033; 64041; 64045; 64046; 64047; 64158; 64159; 64165; 64166; 64171; 64172; 64211; 64284; 64286; 64307; 64308; 64311; 64367; 64494; 64505; 64568; 64576; 64586; 64587; 64629; 64630; 64633; 64635; 64645; 64654; 64854; 64856; 64989; 64990; 65022; 65026; 65214; 65216; 65234; 65235; 65238; 65251; 65300; 65307; 65376; 65433; 65437; 65460; 65462; 65466; 65468; 65472; 65522; 65523; 65526;
183,29969; 32804; 33153; 33160; 33161; 33275; 33276; 33763; 34076; 34779; 34781; 35007; 35008; 35101; 35103; 35224; 35228; 36040; 36044; 36169; 36709; 37621; 38627; 39480; 39863; 40946; 42861; 42959; 44028; 44029; 45354; 45434; 45435; 45436; 46184; 46185; 46661; 46662; 47344; 47390; 47404; 48127; 48128; 48129; 48605; 49387; 49388; 49389; 50213; 50434; 50435; 50436; 50478; 51742; 51743; 52900; 54970; 55196; 55334; 55363; 55365; 55477; 55479; 55500; 55592; 55849; 55854; 55912; 55913; 55914; 55929; 55930; 55937; 55946; 55948; 55951; 56064; 56067; 56069; 56122; 56124; 56193; 56195; 56212; 56213; 56218; 56220; 56221; 56222; 56224; 56234; 56236; 56237; 56243; 56247; 56248; 56250; 56263; 56264; 56266; 56267; 56268; 56270; 56271; 56273; 56275; 56366; 56368; 56377; 56408; 56422; 56437; 56495; 56525; 56569; 56574; 56576; 56611; 56618; 56622; 56624; 56721; 56722; 56731; 56733; 56738; 56780; 56808; 56814; 56831; 56835; 56934; 56938; 56965; 56977; 56979; 56981; 56989; 56991; 56993; 56999; 57008; 57009; 57020; 57033; 57035; 57037; 57060; 57064; 57065; 57067; 57131; 57132; 57133; 57136; 57137; 57138; 57168; 57182; 57256; 57273; 57325; 57326; 57327; 57434; 57442; 57563; 57564; 57654; 57661; 57669; 57674; 57729; 57741; 57745; 57773; 57803; 57804; 57959; 57960; 57993; 57999; 58004; 58029; 58217; 58224; 58228; 58315; 58324; 58347; 58354; 58724; 58728; 58737; 58747; 59183; 59186; 59192; 59458; 59459; 59460; 59464; 59466; 59476; 59477; 59478; 59482; 59485; 59501; 59502; 59503; 59504; 59505; 59528; 59529; 59530; 59543; 59545; 59552; 59584; 59585; 59586; 59587; 59588; 59617; 59618; 59620; 59621; 59622; 59681; 59683; 59685; 59740; 59759; 59760; 59764; 59765; 59778; 59779; 59787; 59789; 59791; 59795; 59796; 59797; 59799; 59807; 59808; 59809; 59810; 59814; 59835; 59836; 59837; 59848; 59849; 59850; 59853; 59860; 59861; 59862; 59874; 59875; 59876; 60331; 60332; 60359; 60391; 60740; 60747; 60770; 60775; 60955; 60960; 60962; 60980; 60985; 60987; 61010; 61014; 61023; 61070; 61072; 61081; 61083; 61130; 61156; 61158; 61182; 61186; 61189; 61198; 61235; 61238; 61268; 61270; 61275; 61277; 61324; 61368; 61369; 61435; 61476; 61478; 61487; 61489; 61490; 61667; 61674; 61696; 62012; 62015; 62018; 62034; 62037; 62042; 62062; 62065; 62092; 62111; 62113; 62115; 62313; 62317; 62319; 62342; 62364; 62440; 62473; 62478; 62497; 62498; 62534; 62538; 62558; 62566; 62588; 62589; 62593; 62595; 62605; 62606; 62611; 62615; 62617; 62641; 62644; 62664; 62665; 62667; 62668; 62674; 62675; 62684; 62685; 62686; 62687; 62689; 62754; 62756; 62769; 62773; 62785; 62800; 62804; 62810; 62813; 62839; 62840; 62841; 62842; 62843; 62864; 62865; 62866; 62873; 62874; 62875; 62876; 62878; 62881; 62889; 62899; 62937; 62938; 62939; 62946; 62950; 62951; 62967; 62970; 62971; 62972; 62976; 62983; 63025; 63031; 63118; 63119; 63129; 63147; 63148; 63149; 63213; 63369; 63371; 63429; 63430; 63482; 63516; 63533; 63564; 63565; 63597; 63602; 63604; 63624; 63697; 63699; 63710; 63766; 63768; 63811; 63821; 63832; 63833; 63924; 63928; 63951; 63965; 63985; 63995; 64040; 64044; 64045; 64075; 64088; 64098; 64104; 64145; 64146; 64156; 64157; 64158; 64178; 64196; 64197; 64201; 64224; 64225; 64236; 64237; 64238; 64308; 64327; 64363; 64465; 64473; 64531; 64658; 64660; 64707; 64800; 64810; 64865; 64899; 64901; 64913; 64953; 65074; 65087; 65088; 65096; 65149; 65208; 65252; 65346; 65358; 65360; 65416; 65418; 65420; 65428; 65431; 65507; 65527; 65529;
189,39299; 51954; 51955; 56396; 56435; 56438; 56456; 56527; 56537; 56539; 56607; 56628; 56630; 56728; 56746; 56757; 56760; 56764; 56815; 56837; 56842; 56854; 56856; 56867; 56869; 56983; 56985; 57005; 57007; 57014; 57016; 57017; 57018; 57041; 57044; 57045; 57072; 57086; 57092; 57099; 57101; 57117; 57118; 57119; 57129; 57142; 57148; 57149; 57164; 57188; 57189; 57294; 57336; 57832; 57834; 57898; 57902; 57937; 57938; 58028; 58030; 58035; 58053; 58054; 58056; 58058; 58087; 58088; 58126; 58134; 58335; 58336; 58348; 58569; 58573; 58578; 58604; 58636; 58638; 58770; 58775; 58777; 58779; 58883; 58885; 58938; 59020; 59527; 59528; 59529; 59534; 59539; 59544; 59546; 59558; 59559; 59593; 59594; 59595; 59599; 59600; 59602; 59609; 59614; 59623; 59624; 59625; 59627; 59628; 59798; 59799; 59810; 59829; 59830; 59831; 59868; 59877; 59913; 59914; 59916; 59927; 59928; 59932; 59933; 59934; 59942; 59947; 59959; 59960; 59961; 59968; 59974; 59975; 59980; 59984; 59985; 59986; 59988; 59989; 60040; 60044; 60046; 60047; 60048; 60049; 60050; 60054; 60055; 60086; 60087; 60088; 60089; 60090; 60091; 60102; 60103; 60104; 60114; 60115; 60116; 60123; 60124; 60125; 60143; 60144; 60145; 60151; 60155; 60164; 60165; 60167; 60173; 60174; 60178; 60215; 60216; 60217; 60218; 60229; 60231; 60901; 60906; 60907; 60909; 60911; 60912; 60927; 60929; 60931; 60935; 60948; 60956; 60958; 60965; 61006; 61025; 61034; 61038; 61084; 61086; 61087; 61088; 61089; 61090; 61091; 61092; 61105; 61108; 61109; 61116; 61187; 61188; 61195; 61196; 61225; 61227; 61228; 61229; 61257; 61259; 61264; 61266; 61289; 61291; 61292; 61294; 61306; 61309; 61324; 61326; 61328; 61348; 61351; 61353; 61360; 61367; 61371; 61373; 61375; 61379; 61380; 61381; 61382; 61383; 61391; 61393; 61397; 61403; 61405; 61407; 61409; 61412; 61454; 61456; 61466; 61500; 61514; 61516; 61528; 61557; 61564; 61566; 61582; 61585; 61590; 61655; 61657; 61718; 61723; 61727; 61736; 61744; 61746; 61855; 61859; 61861; 61863; 61865; 61866; 61867; 61868; 61873; 61874; 61875; 61893; 61895; 61897; 61928; 61957; 61962; 61966; 61971; 61981; 61987; 61997; 61998; 62003; 62009; 62045; 62046; 62069; 62071; 62084; 62093; 62098; 62099; 62117; 62119; 62128; 62138; 62146; 62148; 62227; 62253; 62257; 62259; 62261; 62263; 62265; 62267; 62295; 62296; 62297; 62400; 62407; 62445; 62446; 62456; 62468; 62490; 62494; 62496; 62501; 62802; 62820; 62845; 62846; 62847; 62849; 62878; 62879; 62880; 62885; 62886; 63035; 63100; 63233; 63234; 63235; 63237; 63242; 63244; 63245; 63247; 63265; 63268; 63270; 63272; 63273; 63274; 63275; 63277; 63278; 63279; 63280; 63282; 63283; 63284; 63285; 63286; 63287; 63288; 63290; 63313; 63342; 63349; 63350; 63365; 63366; 63383; 63390; 63391; 63393; 63401; 63402; 63403; 63588; 63676; 63677; 63678; 63685; 63686; 63688; 63690; 63700; 63701; 63702; 63703; 63704; 63705; 63710; 63714; 63718; 63721; 63729; 63731; 63732; 63818; 63887; 64017; 64018; 64020; 64022; 64024; 64071; 64078; 64080; 64081; 64119; 64123; 64313; 64314; 64356; 64368; 64370; 64387; 64406; 64409; 64475; 64496; 64529; 64536; 64538; 64661; 64730; 64766; 64836; 64971; 65007; 65092; 65194; 65226; 65227; 65228; 65236; 65245; 65257; 65277; 65279; 65283; 65292; 65331; 65336; 65344; 65364; 65377; 65387; 65432; 65433; 65437; 65452; 65508;
196,14573; 14592; 14593; 23579;
227,63008;
230,58969;
281,31900; 35900; 36500; 36700; 37700; 42300; 44700; 47100; 50100; 54100; 54600; 54900; 57200; 57600; 58200; 59600; 60500; 64900;
282,53400; 61200; 61300; 61700; 62000; 62100; 62400; 64400; 64500; 65200; 65300;
283,33100; 37100; 37500; 38700; 51200; 55600; 60400;
284,63100; 63300; 64000; 64800; 64900;
301,33669; 34679; 35255; 35256; 36939; 38190; 42496; 43627; 43965; 43970; 44044; 44046; 44094; 44617; 44636; 45509; 51873; 53783; 53831; 53836; 53895; 55320; 57752; 60190; 61923; 62355; 62358; 62360; 62367; 62420; 62481; 62516; 62517; 62518; 62519; 62524; 62526; 62528; 62531; 62532; 62534; 62536; 62538; 62542; 62544; 62558; 62584; 62586; 62588; 62590; 62592; 62641; 62642; 62650; 62673; 62678; 62681; 62684; 62687; 62689; 62691; 62692; 62697; 62699; 62702; 62706; 62711; 62728; 62731; 62733; 62737; 62739; 62743; 62750; 62753; 62843; 62846; 62848; 62859; 62876; 62879; 62883; 62912; 62915; 62967; 62971; 63041; 63044; 63067; 63134; 63137; 63141; 63148; 63151; 63154; 63155; 63156; 63168; 63172; 63182; 63188; 63190; 63192; 63204; 63212; 63221; 63227; 63236; 63237; 63242; 63268; 63281; 63282; 63283; 63285; 63295; 63313; 63330; 63341; 63343; 63349; 63356; 63357; 63360; 63370; 63371; 63372; 63373; 63375; 63388; 63389; 63416; 63418; 63420; 63422; 63429; 63432; 63435; 63449; 63450; 63460; 63467; 63472; 63498; 63519; 63535; 63541; 63547; 63548; 63583; 63646; 63655; 63658; 63659; 63678; 63694; 63696; 63698; 63702; 63721; 63724; 63731; 63766; 63784; 63795; 63799; 63826; 63831; 63841; 63862; 63864; 63874; 63880; 63929; 63934; 63939; 63972; 63977; 63989; 64021; 64087; 64088; 64099; 64143; 64155; 64169; 64180; 64210; 64232; 64233; 64244; 64254; 64256; 64260; 64262; 64265; 64266; 64273; 64276; 64280; 64282; 64286; 64287; 64288; 64293; 64294; 64300; 64308; 64309; 64310; 64311; 64320; 64331; 64334; 64336; 64344; 64345; 64346; 64351; 64356; 64361; 64369; 64374; 64377; 64378; 64386; 64387; 64388; 64392; 64393; 64394; 64400; 64401; 64402; 64409; 64410; 64418; 64419; 64427; 64428; 64429; 64449; 64461; 64462; 64463; 64464; 64466; 64467; 64468; 64469; 64470; 64472; 64476; 64480; 64481; 64482; 64483; 64484; 64487; 64488; 64489; 64490; 64491; 64492; 64493; 64494; 64495; 64496; 64497; 64501; 64502; 64503; 64504; 64511; 64512; 64514; 64515; 64516; 64519; 64520; 64521; 64522; 64523; 64524; 64525; 64526; 64532; 64537; 64538; 64539; 64548; 64553; 64554; 64555; 64556; 64576; 64577; 64585; 64586; 64595; 64597; 64598; 64612; 64613; 64627; 64633; 64634; 64636; 64637; 64638; 64639; 64640; 64641; 64642; 64643; 64644; 64645; 64646; 64647; 64650; 64651; 64652; 64660; 64661; 64668; 64669; 64671; 64672; 64673; 64674; 64677; 64684; 64686; 64695; 64703; 64734; 64735; 64745; 64751; 64761; 64762; 64774; 64775; 64776; 64778; 64791; 64827; 64833; 64834; 64844; 64851; 64855; 64860; 64861; 64865; 64866; 64870; 64872; 64873; 64874; 64876; 64879; 64887; 64910; 64920; 64973; 64982; 64984; 64991; 65010; 65014; 65015; 65016; 65018; 65019; 65036; 65059; 65064; 65068; 65077; 65078; 65089; 65097; 65115; 65129; 65150; 65161; 65179; 65180; 65242; 65244; 65252; 65261; 65262; 65266; 65278; 65281; 65289; 65310; 65323; 65346; 65355; 65357; 65358; 65369; 65374; 65378; 65387; 65388; 65389; 65390; 65391; 65410; 65417; 65438; 65459; 65460; 65486; 65487; 65493; 65507; 65517;
302,32503; 32511; 33973; 33978; 35461; 38882; 40135; 43480; 43490; 43491; 55329; 56309; 56311; 56313; 56342; 56434; 56436; 56439; 56575; 56594; 56596; 56652; 56689; 56761; 56981; 56983; 57009; 57012; 57042; 57076; 57092; 57119; 57121; 57156; 57158; 57160; 57221; 57228; 57266; 57348; 57350; 57355; 57357; 57360; 57362; 57422; 57426; 57460; 57532; 57535; 57541; 57558; 57561; 57603; 57607; 57614; 57618; 57646; 57649; 57658; 57809; 57811; 57813; 57857; 57861; 57864; 57866; 57869; 57929; 58035; 58039; 58074; 58077; 58173; 58177; 58297; 58365; 58367; 58370; 58395; 58396; 58399; 58408; 58414; 58416; 58503; 58627; 58631; 58632; 58707; 58748; 58749; 58754; 58794; 58805; 58831; 58832; 58833; 58855; 58856; 58857; 58862; 58865; 58868; 59219; 59220; 59224; 59225; 59226; 59252; 59253; 59254; 59255; 59256; 59257; 59258; 59259; 59260; 59264; 59265; 59266; 59400; 59402; 59403; 59407; 59408; 59409; 59417; 59418; 59595; 59596; 59597; 59598; 59599; 59600; 59871; 59872; 59873; 59897; 59898; 59899; 59900; 59901; 59902; 59919; 59921; 59922; 59952; 59953; 59954; 59955; 59957; 60026; 60027; 60028; 60040; 60079; 60080; 60114; 60115; 60116; 60128; 60129; 60134; 60135; 60136; 60137; 60138; 60139; 60140; 60141; 60142; 60143; 60144; 60157; 60158; 60159; 60165; 60166; 60167; 60169; 60170; 60179; 60189; 60190; 60205; 60219; 60220; 60222; 60227; 60228; 60229; 60238; 60240; 60244; 60245; 60248; 60251; 60252; 60253; 60254; 60261; 60262; 60263; 60264; 60265; 60266; 60279; 60436; 60485; 60694; 60737; 60796; 60798; 60804; 60808; 60917; 60918; 60996; 61323; 61351; 61360; 61364; 61454; 61455; 61711; 61712; 61737; 61753; 61755; 61766; 61767; 61768; 61815; 61817; 61858; 61859; 61861; 61862; 61863; 61868; 61944; 61945; 61946; 61956; 61958; 61965; 61967; 61988; 61990; 62000; 62081; 62082; 62084; 62086; 62087; 62088; 62117; 62118; 62119; 62139; 62140; 62141; 62167; 62169; 62174; 62176; 62217; 62218; 62249; 62251; 62285; 62396; 62402; 62408; 62443; 62485; 62621; 62788; 63397; 63398; 63862; 63863; 63867; 63990; 63991; 64070; 64071; 64153; 64154; 64155; 64159; 64160; 64190; 64194; 64206; 64213; 64214; 64215; 64222; 64250; 64269; 64270; 64273; 64371; 64372; 64391; 64392; 64394; 64647; 64684; 64685; 64686; 64956; 64957; 65029; 65056; 65059; 65064; 65065; 65066; 65136; 65219; 65234; 65235; 65250; 65251; 65260; 65262; 65361; 65362; 65363;
304,94; 345; 1969; 2414; 2744; 3387; 5048; 5154; 5548; 6011; 6587; 6588; 6882; 7037; 7360; 7371; 8496; 10948; 10950; 11063; 11109; 12425; 13155; 16149; 16168; 16330; 16334; 16544; 16853; 16854; 16855; 16882; 16883; 18153;
305,32228; 59205; 59206; 62733; 62735; 62831; 63510; 63724; 63729; 63734; 63735; 63897; 63972; 63973; 63974; 63975; 64016; 64027; 64033; 64034; 64036; 64037; 64044; 64049; 64052; 64300; 64301; 64302; 64306; 64307; 64308; 64338; 64355; 64362; 64392; 64405; 64410; 64509; 64683; 64963; 65084; 65088; 65090; 65147; 65159; 65160; 65233; 65279; 65294; 65295; 65328; 65329; 65330; 65355; 65370; 65498; 65503;
306,472; 473; 1704; 1875; 3037; 3651; 3653; 4340; 4525; 4898; 5009; 5535; 7958; 8259; 8590; 9034; 9115; 10295; 10384; 10983; 11013; 12104; 12105; 12144; 12547; 14861; 14862; 15488; 15855; 15975; 17714; 18239; 18554; 18613; 18826; 18998; 19245; 19283; 19325; 19326; 19343; 19492; 19493; 19725; 20491; 21416; 21421; 22043; 22337; 22358; 22412; 22413; 22971; 23598; 24454; 24543; 24580; 26238;
307,55340; 56168; 56170; 57056; 57060; 57065; 57067; 57072; 60214; 60459; 60461; 60468; 60470; 60481; 60485; 60552; 61487; 61488; 61489; 61746; 61747; 61748; 61758; 61771; 61792; 61793; 61794; 61795; 61797; 61798; 61803; 61804; 61805; 62332; 62343; 62418; 63628; 63633; 63634; 63650; 63698; 64173; 64249;
